0.180835,0.137216,0.0997343,0.0694394,0.0463114,0.0295863,0.0181057,0.0106135,0.00595969,0.0032056,0.00165164,0.000815159,0.00038538,0.000174525,7.57089e-05,3.14598e-05,1.25224e-05,4.7746e-06,1.74385e-06,6.101e-07,2.04463e-07,6.56368e-08,2.01837e-08,5.94533e-09,1.67754e-09,4.53407e-10,1.17388e-10,2.91127e-11,6.91609e-12,1.57384e-12,3.43067e-13,7.1634e-14
0.191641,0.145415,0.105694,0.0735885,0.0490786,0.0313542,0.0191875,0.0112477,0.00631579,0.00339714,0.00175033,0.000863865,0.000408407,0.000184953,8.02326e-05,3.33396e-05,1.32706e-05,5.05989e-06,1.84805e-06,6.46554e-07,2.16679e-07,6.95587e-08,2.13897e-08,6.30058e-09,1.77777e-09,4.80498e-10,1.24402e-10,3.08522e-11,7.32933e-12,1.66787e-12,3.63566e-13,7.59142e-14
0.194541,0.147616,0.107293,0.0747024,0.0498215,0.0318288,0.0194779,0.0114179,0.00641139,0.00344856,0.00177682,0.000876942,0.000414589,0.000187753,8.1447e-05,3.38442e-05,1.34715e-05,5.13648e-06,1.87602e-06,6.56341e-07,2.19959e-07,7.06116e-08,2.17135e-08,6.39595e-09,1.80468e-09,4.87772e-10,1.26285e-10,3.13192e-11,7.44028e-12,1.69312e-12,3.69069e-13,7.70633e-14
0.189172,0.143542,0.104332,0.0726407,0.0484465,0.0309503,0.0189404,0.0111028,0.00623444,0.00335338,0.00172778,0.000852739,0.000403147,0.000182571,7.91991e-05,3.29102e-05,1.30997e-05,4.99472e-06,1.82424e-06,6.38226e-07,2.13889e-07,6.86627e-08,2.11142e-08,6.21942e-09,1.75487e-09,4.74309e-10,1.228e-10,3.04548e-11,7.23493e-12,1.64639e-12,3.58883e-13,7.49364e-14
0.176207,0.133704,0.0971817,0.0676621,0.0451261,0.0288291,0.0176423,0.0103419,0.00580715,0.00312355,0.00160937,0.000794295,0.000375517,0.000170058,7.37711e-05,3.06546e-05,1.22019e-05,4.6524e-06,1.69922e-06,5.94485e-07,1.99229e-07,6.39568e-08,1.96671e-08,5.79317e-09,1.6346e-09,4.41802e-10,1.14384e-10,2.83676e-11,6.73907e-12,1.53355e-12,3.34286e-13,6.98005e-14
0.157221,0.119297,0.0867103,0.0603716,0.0402638,0.0257227,0.0157413,0.00922752,0.00518143,0.00278699,0.00143596,0.00070871,0.000335055,0.000151734,6.58223e-05,2.73516e-05,1.08871e-05,4.1511e-06,1.51612e-06,5.30429e-07,1.77762e-07,5.70655e-08,1.7548e-08,5.16895e-09,1.45847e-09,3.94198e-10,1.02059e-10,2.5311e-11,6.01294e-12,1.36831e-12,2.98267e-13,6.22795e-14
0.134375,0.101962,0.0741102,0.0515988,0.0344129,0.0219849,0.0134539,0.00788664,0.0044285,0.002382,0.00122729,0.000605725,0.000286367,0.000129685,5.62575e-05,2.3377e-05,9.30507e-06,3.54789e-06,1.29581e-06,4.53351e-07,1.51931e-07,4.87731e-08,1.49981e-08,4.41784e-09,1.24654e-09,3.36916e-10,8.72285e-11,2.1633e-11,5.13918e-12,1.16948e-12,2.54925e-13,5.32295e-14
0.110013,0.0834767,0.0606745,0.0422442,0.0281741,0.0179992,0.0110148,0.00645684,0.00362564,0.00195016,0.00100479,0.000495911,0.00023445,0.000106174,4.60583e-05,1.91389e-05,7.61812e-06,2.90468e-06,1.06089e-06,3.71161e-07,1.24387e-07,3.99309e-08,1.2279e-08,3.61691e-09,1.02055e-09,2.75835e-10,7.14145e-11,1.7711e-11,4.20748e-12,9.5746e-13,2.08709e-13,4.35793e-14
0.0862767,0.0654657,0.0475833,0.0331296,0.0220952,0.0141157,0.00863823,0.00506371,0.00284337,0.00152939,0.000787998,0.000388913,0.000183865,8.3266e-05,3.61207e-05,1.50095e-05,5.97443e-06,2.27797e-06,8.31991e-07,2.91079e-07,9.75492e-08,3.13153e-08,9.62967e-09,2.83652e-09,8.00353e-10,2.16321e-10,5.6006e-11,1.38897e-11,3.29967e-12,7.50878e-13,1.63677e-13,3.41766e-14
0.0648131,0.0491794,0.0357457,0.0248877,0.0165984,0.010604,0.00648924,0.00380398,0.00213601,0.00114892,0.000591963,0.00029216,0.000138124,6.25514e-05,2.71348e-05,1.12755e-05,4.48813e-06,1.71126e-06,6.25011e-07,2.18665e-07,7.32813e-08,2.35248e-08,7.23404e-09,2.13086e-09,6.01244e-10,1.62505e-10,4.20731e-11,1.04343e-11,2.47879e-12,5.64077e-13,1.22958e-13,2.56743e-14
0.0466394,0.0353894,0.0257225,0.0179092,0.0119442,0.00763063,0.00466964,0.00273733,0.00153707,0.000826758,0.000425975,0.000210238,9.93937e-05,4.50119e-05,1.95261e-05,8.11382e-06,3.22965e-06,1.23142e-06,4.49757e-07,1.57351e-07,5.2733e-08,1.69284e-08,5.2056e-09,1.53336e-09,4.32654e-10,1.16938e-10,3.02757e-11,7.50847e-12,1.78373e-12,4.05909e-13,8.84806e-14,1.84752e-14
0.0321487,0.024394,0.0177306,0.0123449,0.00823319,0.00525982,0.0032188,0.00188685,0.00105951,0.000569887,0.000293626,0.000144918,6.85124e-05,3.10268e-05,1.34594e-05,5.59289e-06,2.22621e-06,8.48823e-07,3.10019e-07,1.08463e-07,3.63491e-08,1.16688e-08,3.58824e-09,1.05695e-09,2.9823e-10,8.06061e-11,2.08691e-11,5.17562e-12,1.22953e-12,2.79794e-13,6.099e-14,1.2735e-14
0.0212273,0.016107,0.0117073,0.00815112,0.00543625,0.00347298,0.00212533,0.00124586,0.000699576,0.000376288,0.000193877,9.5687e-05,4.52377e-05,2.04865e-05,8.88705e-06,3.6929e-06,1.46993e-06,5.60465e-07,2.04701e-07,7.16163e-08,2.40007e-08,7.70474e-09,2.36926e-09,6.9789e-10,1.96917e-10,5.3223e-11,1.37796e-11,3.41738e-12,8.11842e-13,1.84744e-13,4.02708e-14,8.40872e-15
0.013426,0.0101875,0.0074047,0.00515548,0.00343836,0.00219662,0.00134424,0.000787992,0.000442473,0.000237997,0.000122625,6.05209e-05,2.86123e-05,1.29575e-05,5.62095e-06,2.33571e-06,9.29714e-07,3.54487e-07,1.29471e-07,4.52964e-08,1.51802e-08,4.87315e-09,1.49853e-09,4.41407e-10,1.24547e-10,3.36628e-11,8.71541e-12,2.16145e-12,5.1348e-13,1.16848e-13,2.54708e-14,5.31841e-15
0.00813428,0.00617219,0.00448622,0.0031235,0.00208317,0.00133084,0.000814423,0.000477413,0.000268077,0.000144193,7.42935e-05,3.66672e-05,1.73351e-05,7.85043e-06,3.40551e-06,1.41511e-06,5.63277e-07,2.1477e-07,7.84412e-08,2.74433e-08,9.19706e-09,2.95245e-09,9.07898e-10,2.67431e-10,7.54583e-11,2.0395e-11,5.28032e-12,1.30954e-12,3.11097e-13,7.07937e-14,1.54317e-14,3.22222e-15
