0.112519,0.112745,0.11119,0.107929,0.103111,0.0969554,0.0897301,0.081734,0.0732768,0.0646589,0.0561552,0.0480009,0.0403839,0.0334399,0.0272534,0.0218613,0.0172596,0.0134117,0.0102573,0.00772117,0.00572047,0.00417138,0.00299382,0.00211481,0.00147033,0.00100614,0.000677639,0.000449199,0.000293074,0.000188198,0.000118946,7.39923e-05
0.101206,0.101409,0.100011,0.0970772,0.092744,0.0872073,0.0807084,0.0735163,0.0659093,0.058158,0.0505092,0.0431748,0.0363236,0.0300778,0.0245133,0.0196633,0.0155242,0.0120632,0.00922601,0.00694487,0.00514532,0.00375198,0.00269281,0.00190218,0.0013225,0.000904978,0.000609508,0.000404035,0.000263608,0.000169276,0.000106987,6.65529e-05
0.0895951,0.0897752,0.0885375,0.0859403,0.0821042,0.0772027,0.0714493,0.0650823,0.0583481,0.0514859,0.0447146,0.0382217,0.0321564,0.0266272,0.0217011,0.0174075,0.0137433,0.0106793,0.00816758,0.00614814,0.00455504,0.00332154,0.00238389,0.00168396,0.00117078,0.000801156,0.000539583,0.000357683,0.000233366,0.000149856,9.47134e-05,5.89178e-05
0.0780661,0.078223,0.0771446,0.0748816,0.0715391,0.0672683,0.0622553,0.0567076,0.0508399,0.0448608,0.0389608,0.0333033,0.0280186,0.0232008,0.0189086,0.0151675,0.0119748,0.00930509,0.00711659,0.005357,0.0039689,0.00289413,0.00207713,0.00146727,0.00102012,0.000698064,0.00047015,0.000311657,0.000203337,0.000130573,8.25258e-05,5.13363e-05
0.0669483,0.0670828,0.066158,0.0642173,0.0613508,0.0576883,0.0533892,0.0486316,0.0435995,0.0384719,0.0334122,0.0285604,0.0240283,0.0198967,0.0162157,0.0130074,0.0102694,0.0079799,0.00610308,0.00459408,0.00340367,0.00248196,0.00178132,0.00125831,0.000874843,0.000598649,0.000403194,0.000267272,0.000174378,0.000111977,7.07729e-05,4.40253e-05
0.0565087,0.0566222,0.0558416,0.0542035,0.0517841,0.0486926,0.0450639,0.0410482,0.0368008,0.0324728,0.028202,0.0241068,0.0202814,0.0167941,0.0136871,0.0109791,0.00866804,0.00673555,0.00515139,0.0038777,0.00287292,0.00209494,0.00150355,0.00106209,0.000738424,0.000505299,0.000340322,0.000225595,0.000147187,9.45162e-05,5.97369e-05,3.71602e-05
0.046945,0.0470394,0.0463909,0.04503,0.04302,0.0404518,0.0374372,0.0341011,0.0305726,0.026977,0.0234291,0.020027,0.016849,0.0139518,0.0113707,0.00912099,0.00720104,0.00559561,0.00427956,0.00322143,0.0023867,0.00174038,0.00124908,0.000882341,0.000613451,0.000419781,0.000282725,0.000187415,0.000122276,7.85201e-05,4.96269e-05,3.08711e-05
0.0383851,0.0384623,0.037932,0.0368193,0.0351758,0.0330758,0.030611,0.0278831,0.024998,0.0220581,0.019157,0.0163753,0.0137767,0.0114079,0.00929737,0.00745787,0.00588801,0.00457532,0.00349923,0.00263404,0.00195151,0.00142304,0.00102133,0.000721456,0.000501595,0.000343238,0.000231173,0.000153242,9.99807e-05,6.42028e-05,4.0578e-05,2.52421e-05
0.0308912,0.0309533,0.0305266,0.0296311,0.0283084,0.0266185,0.0246348,0.0224395,0.0201176,0.0177517,0.015417,0.0131783,0.0110871,0.00918071,0.00748225,0.00600188,0.0047385,0.00368208,0.00281608,0.0021198,0.00157052,0.00114522,0.000821933,0.000580606,0.000403669,0.000276228,0.000186041,0.000123325,8.04615e-05,5.16685e-05,3.26559e-05,2.03141e-05
0.0244684,0.0245176,0.0241796,0.0234703,0.0224226,0.021084,0.0195128,0.017774,0.0159349,0.0140608,0.0122116,0.0104383,0.00878192,0.00727188,0.00592656,0.00475399,0.00375329,0.00291651,0.00223057,0.00167906,0.00124398,0.000907113,0.00065104,0.000459888,0.000319739,0.000218796,0.00014736,9.76833e-05,6.37322e-05,4.09258e-05,2.58662e-05,1.60905e-05
