32,0.0322581,0.0322581,0.000328435
64,0.015873,0.015873,8.00885e-05
128,0.00787402,0.00787402,1.97362e-05
256,0.00392157,0.00392157,4.89687e-06
512,0.00195695,0.00195695,1.21952e-06
1024,0.000977517,0.000977517,3.04294e-07
