-0;0,-0;0.448514,0;0.448514,0;6.34244e-17
-0.448514;0,-0.0650624;0,0.107282;0,0.448514;3.17122e-17
-0.448514;-0,-0.0782125;0,0.129836;0,0.448514;-3.17122e-17
-6.34244e-17;-0,-3.17122e-17;-0.448514,3.17122e-17;-0.448514,6.34244e-17;-6.34244e-17
