-1.14666e-16;1.14666e-16,-1.04753e-16;0.380836,-7.67267e-17;0.695822,-3.54338e-17;0.890494,1.19859e-17;0.931191,5.73331e-17;0.810877,9.27669e-17;0.550355,1.1216e-16;0.194672,1.1216e-16;-0.194672,9.27669e-17;-0.550355,5.73331e-17;-0.810877,1.19859e-17;-0.931191,-3.54338e-17;-0.890494,-7.67267e-17;-0.695822,-1.04753e-16;-0.380836,-1.14666e-16;-9.46286e-16
-0.380836;1.04753e-16,-0.347911;0.347911,-0.254829;0.635665,-0.117685;0.813507,0.0398082;0.850686,0.190418;0.740773,0.308103;0.502775,0.372514;0.177842,0.372514;-0.177842,0.308103;-0.502775,0.190418;-0.740773,0.0398082;-0.850686,-0.117685;-0.813507,-0.254829;-0.635665,-0.347911;-0.347911,-0.380836;-8.64475e-16
-0.695822;7.67267e-17,-0.635665;0.254829,-0.465596;0.465596,-0.215021;0.595857,0.0727332;0.623089,0.347911;0.542583,0.562932;0.36826,0.680616;0.130261,0.680616;-0.130261,0.562932;-0.36826,0.347911;-0.542583,0.0727332;-0.623089,-0.215021;-0.595857,-0.465596;-0.465596,-0.635665;-0.254829,-0.695822;-6.33189e-16
-0.890494;3.54338e-17,-0.813507;0.117685,-0.595857;0.215021,-0.275178;0.275178,0.0930819;0.287754,0.445247;0.250575,0.720425;0.170069,0.871034;0.060157,0.871034;-0.060157,0.720425;-0.170069,0.445247;-0.250575,0.0930819;-0.287754,-0.275178;-0.275178,-0.595857;-0.215021,-0.813507;-0.117685,-0.890494;-2.92418e-16
-0.931191;-1.19859e-17,-0.850686;-0.0398082,-0.623089;-0.0727332,-0.287754;-0.0930819,0.097336;-0.097336,0.465596;-0.0847598,0.75335;-0.0575278,0.910843;-0.0203488,0.910843;0.0203488,0.75335;0.0575278,0.465596;0.0847598,0.097336;0.097336,-0.287754;0.0930819,-0.623089;0.0727332,-0.850686;0.0398082,-0.931191;9.89138e-17
-0.810877;-5.73331e-17,-0.740773;-0.190418,-0.542583;-0.347911,-0.250575;-0.445247,0.0847598;-0.465596,0.405439;-0.405439,0.656014;-0.275178,0.793158;-0.097336,0.793158;0.097336,0.656014;0.275178,0.405439;0.405439,0.0847598;0.465596,-0.250575;0.445247,-0.542583;0.347911,-0.740773;0.190418,-0.810877;4.73143e-16
-0.550355;-9.27669e-17,-0.502775;-0.308103,-0.36826;-0.562932,-0.170069;-0.720425,0.0575278;-0.75335,0.275178;-0.656014,0.445247;-0.445247,0.538329;-0.157493,0.538329;0.157493,0.445247;0.445247,0.275178;0.656014,0.0575278;0.75335,-0.170069;0.720425,-0.36826;0.562932,-0.502775;0.308103,-0.550355;7.65561e-16
-0.194672;-1.1216e-16,-0.177842;-0.372514,-0.130261;-0.680616,-0.060157;-0.871034,0.0203488;-0.910843,0.097336;-0.793158,0.157493;-0.538329,0.190418;-0.190418,0.190418;0.190418,0.157493;0.538329,0.097336;0.793158,0.0203488;0.910843,-0.060157;0.871034,-0.130261;0.680616,-0.177842;0.372514,-0.194672;9.25607e-16
0.194672;-1.1216e-16,0.177842;-0.372514,0.130261;-0.680616,0.060157;-0.871034,-0.0203488;-0.910843,-0.097336;-0.793158,-0.157493;-0.538329,-0.190418;-0.190418,-0.190418;0.190418,-0.157493;0.538329,-0.097336;0.793158,-0.0203488;0.910843,0.060157;0.871034,0.130261;0.680616,0.177842;0.372514,0.194672;9.25607e-16
0.550355;-9.27669e-17,0.502775;-0.308103,0.36826;-0.562932,0.170069;-0.720425,-0.0575278;-0.75335,-0.275178;-0.656014,-0.445247;-0.445247,-0.538329;-0.157493,-0.538329;0.157493,-0.445247;0.445247,-0.275178;0.656014,-0.0575278;0.75335,0.170069;0.720425,0.36826;0.562932,0.502775;0.308103,0.550355;7.65561e-16
0.810877;-5.73331e-17,0.740773;-0.190418,0.542583;-0.347911,0.250575;-0.445247,-0.0847598;-0.465596,-0.405439;-0.405439,-0.656014;-0.275178,-0.793158;-0.097336,-0.793158;0.097336,-0.656014;0.275178,-0.405439;0.405439,-0.0847598;0.465596,0.250575;0.445247,0.542583;0.347911,0.740773;0.190418,0.810877;4.73143e-16
0.931191;-1.19859e-17,0.850686;-0.0398082,0.623089;-0.0727332,0.287754;-0.0930819,-0.097336;-0.097336,-0.465596;-0.0847598,-0.75335;-0.0575278,-0.910843;-0.0203488,-0.910843;0.0203488,-0.75335;0.0575278,-0.465596;0.0847598,-0.097336;0.097336,0.287754;0.0930819,0.623089;0.0727332,0.850686;0.0398082,0.931191;9.89138e-17
0.890494;3.54338e-17,0.813507;0.117685,0.595857;0.215021,0.275178;0.275178,-0.0930819;0.287754,-0.445247;0.250575,-0.720425;0.170069,-0.871034;0.060157,-0.871034;-0.060157,-0.720425;-0.170069,-0.445247;-0.250575,-0.0930819;-0.287754,0.275178;-0.275178,0.595857;-0.215021,0.813507;-0.117685,0.890494;-2.92418e-16
0.695822;7.67267e-17,0.635665;0.254829,0.465596;0.465596,0.215021;0.595857,-0.0727332;0.623089,-0.347911;0.542583,-0.562932;0.36826,-0.680616;0.130261,-0.680616;-0.130261,-0.562932;-0.36826,-0.347911;-0.542583,-0.0727332;-0.623089,0.215021;-0.595857,0.465596;-0.465596,0.635665;-0.254829,0.695822;-6.33189e-16
0.380836;1.04753e-16,0.347911;0.347911,0.254829;0.635665,0.117685;0.813507,-0.0398082;0.850686,-0.190418;0.740773,-0.308103;0.502775,-0.372514;0.177842,-0.372514;-0.177842,-0.308103;-0.502775,-0.190418;-0.740773,-0.0398082;-0.850686,0.117685;-0.813507,0.254829;-0.635665,0.347911;-0.347911,0.380836;-8.64475e-16
