-6.77379e-17;6.77379e-17,-6.18817e-17;0.224975,-4.53255e-17;0.41105,-2.09322e-17;0.526051,7.08054e-18;0.550092,3.3869e-17;0.479018,5.48011e-17;0.325117,6.62577e-17;0.115001,6.62577e-17;-0.115001,5.48011e-17;-0.325117,3.3869e-17;-0.479018,7.08054e-18;-0.550092,-2.09322e-17;-0.526051,-4.53255e-17;-0.41105,-6.18817e-17;-0.224975,-6.77379e-17;-5.59009e-16
-0.224975;6.18817e-17,-0.205525;0.205525,-0.150538;0.375513,-0.0695211;0.480571,0.0235163;0.502534,0.112488;0.437605,0.182009;0.297009,0.220059;0.105058,0.220059;-0.105058,0.182009;-0.297009,0.112488;-0.437605,0.0235163;-0.502534,-0.0695211;-0.480571,-0.150538;-0.375513,-0.205525;-0.205525,-0.224975;-5.1068e-16
-0.41105;4.53255e-17,-0.375513;0.150538,-0.275046;0.275046,-0.127021;0.351996,0.0429664;0.368084,0.205525;0.320526,0.332546;0.217546,0.402067;0.0769504,0.402067;-0.0769504,0.332546;-0.217546,0.205525;-0.320526,0.0429664;-0.368084,-0.127021;-0.351996,-0.275046;-0.275046,-0.375513;-0.150538,-0.41105;-3.7405e-16
-0.526051;2.09322e-17,-0.480571;0.0695211,-0.351996;0.127021,-0.162559;0.162559,0.0549873;0.169988,0.263025;0.148025,0.425584;0.100467,0.514555;0.0355371,0.514555;-0.0355371,0.425584;-0.100467,0.263025;-0.148025,0.0549873;-0.169988,-0.162559;-0.162559,-0.351996;-0.127021,-0.480571;-0.0695211,-0.526051;-1.72743e-16
-0.550092;-7.08054e-18,-0.502534;-0.0235163,-0.368084;-0.0429664,-0.169988;-0.0549873,0.0575003;-0.0575003,0.275046;-0.050071,0.445034;-0.033984,0.538071;-0.0120208,0.538071;0.0120208,0.445034;0.033984,0.275046;0.050071,0.0575003;0.0575003,-0.169988;0.0549873,-0.368084;0.0429664,-0.502534;0.0235163,-0.550092;5.84324e-17
-0.479018;-3.3869e-17,-0.437605;-0.112488,-0.320526;-0.205525,-0.148025;-0.263025,0.050071;-0.275046,0.239509;-0.239509,0.387534;-0.162559,0.46855;-0.0575003,0.46855;0.0575003,0.387534;0.162559,0.239509;0.239509,0.050071;0.275046,-0.148025;0.263025,-0.320526;0.205525,-0.437605;0.112488,-0.479018;2.79505e-16
-0.325117;-5.48011e-17,-0.297009;-0.182009,-0.217546;-0.332546,-0.100467;-0.425584,0.033984;-0.445034,0.162559;-0.387534,0.263025;-0.263025,0.318013;-0.0930374,0.318013;0.0930374,0.263025;0.263025,0.162559;0.387534,0.033984;0.445034,-0.100467;0.425584,-0.217546;0.332546,-0.297009;0.182009,-0.325117;4.52248e-16
-0.115001;-6.62577e-17,-0.105058;-0.220059,-0.0769504;-0.402067,-0.0355371;-0.514555,0.0120208;-0.538071,0.0575003;-0.46855,0.0930374;-0.318013,0.112488;-0.112488,0.112488;0.112488,0.0930374;0.318013,0.0575003;0.46855,0.0120208;0.538071,-0.0355371;0.514555,-0.0769504;0.402067,-0.105058;0.220059,-0.115001;5.46793e-16
0.115001;-6.62577e-17,0.105058;-0.220059,0.0769504;-0.402067,0.0355371;-0.514555,-0.0120208;-0.538071,-0.0575003;-0.46855,-0.0930374;-0.318013,-0.112488;-0.112488,-0.112488;0.112488,-0.0930374;0.318013,-0.0575003;0.46855,-0.0120208;0.538071,0.0355371;0.514555,0.0769504;0.402067,0.105058;0.220059,0.115001;5.46793e-16
0.325117;-5.48011e-17,0.297009;-0.182009,0.217546;-0.332546,0.100467;-0.425584,-0.033984;-0.445034,-0.162559;-0.387534,-0.263025;-0.263025,-0.318013;-0.0930374,-0.318013;0.0930374,-0.263025;0.263025,-0.162559;0.387534,-0.033984;0.445034,0.100467;0.425584,0.217546;0.332546,0.297009;0.182009,0.325117;4.52248e-16
0.479018;-3.3869e-17,0.437605;-0.112488,0.320526;-0.205525,0.148025;-0.263025,-0.050071;-0.275046,-0.239509;-0.239509,-0.387534;-0.162559,-0.46855;-0.0575003,-0.46855;0.0575003,-0.387534;0.162559,-0.239509;0.239509,-0.050071;0.275046,0.148025;0.263025,0.320526;0.205525,0.437605;0.112488,0.479018;2.79505e-16
0.550092;-7.08054e-18,0.502534;-0.0235163,0.368084;-0.0429664,0.169988;-0.0549873,-0.0575003;-0.0575003,-0.275046;-0.050071,-0.445034;-0.033984,-0.538071;-0.0120208,-0.538071;0.0120208,-0.445034;0.033984,-0.275046;0.050071,-0.0575003;0.0575003,0.169988;0.0549873,0.368084;0.0429664,0.502534;0.0235163,0.550092;5.84324e-17
0.526051;2.09322e-17,0.480571;0.0695211,0.351996;0.127021,0.162559;0.162559,-0.0549873;0.169988,-0.263025;0.148025,-0.425584;0.100467,-0.514555;0.0355371,-0.514555;-0.0355371,-0.425584;-0.100467,-0.263025;-0.148025,-0.0549873;-0.169988,0.162559;-0.162559,0.351996;-0.127021,0.480571;-0.0695211,0.526051;-1.72743e-16
0.41105;4.53255e-17,0.375513;0.150538,0.275046;0.275046,0.127021;0.351996,-0.0429664;0.368084,-0.205525;0.320526,-0.332546;0.217546,-0.402067;0.0769504,-0.402067;-0.0769504,-0.332546;-0.217546,-0.205525;-0.320526,-0.0429664;-0.368084,0.127021;-0.351996,0.275046;-0.275046,0.375513;-0.150538,0.41105;-3.7405e-16
0.224975;6.18817e-17,0.205525;0.205525,0.150538;0.375513,0.0695211;0.480571,-0.0235163;0.502534,-0.112488;0.437605,-0.182009;0.297009,-0.220059;0.105058,-0.220059;-0.105058,-0.182009;-0.297009,-0.112488;-0.437605,-0.0235163;-0.502534,0.0695211;-0.480571,0.150538;-0.375513,0.205525;-0.205525,0.224975;-5.1068e-16
