-7.23448e-17;7.23448e-17,-6.60903e-17;0.240276,-4.84081e-17;0.439006,-2.23558e-17;0.561827,7.56209e-18;0.587504,3.61724e-17;0.511596,5.85282e-17;0.347228,7.07639e-17;0.122822,7.07639e-17;-0.122822,5.85282e-17;-0.347228,3.61724e-17;-0.511596,7.56209e-18;-0.587504,-2.23558e-17;-0.561827,-4.84081e-17;-0.439006,-6.60903e-17;-0.240276,-7.23448e-17;-5.97028e-16
-0.240276;6.60903e-17,-0.219503;0.219503,-0.160776;0.401052,-0.0742493;0.513255,0.0251156;0.536712,0.120138;0.467366,0.194387;0.317209,0.235025;0.112203,0.235025;-0.112203,0.194387;-0.317209,0.120138;-0.467366,0.0251156;-0.536712,-0.0742493;-0.513255,-0.160776;-0.401052,-0.219503;-0.219503,-0.240276;-5.45412e-16
-0.439006;4.84081e-17,-0.401052;0.160776,-0.293752;0.293752,-0.13566;0.375936,0.0458886;0.393117,0.219503;0.342325,0.355163;0.232341,0.429412;0.0821838,0.429412;-0.0821838,0.355163;-0.232341,0.219503;-0.342325,0.0458886;-0.393117,-0.13566;-0.375936,-0.293752;-0.293752,-0.401052;-0.160776,-0.439006;-3.99489e-16
-0.561827;2.23558e-17,-0.513255;0.0742493,-0.375936;0.13566,-0.173614;0.173614,0.0587269;0.181549,0.280914;0.158092,0.454528;0.107299,0.54955;0.037954,0.54955;-0.037954,0.454528;-0.107299,0.280914;-0.158092,0.0587269;-0.181549,-0.173614;-0.173614,-0.375936;-0.13566,-0.513255;-0.0742493,-0.561827;-1.84492e-16
-0.587504;-7.56209e-18,-0.536712;-0.0251156,-0.393117;-0.0458886,-0.181549;-0.0587269,0.0614109;-0.0614109,0.293752;-0.0534763,0.475301;-0.0362953,0.574666;-0.0128384,0.574666;0.0128384,0.475301;0.0362953,0.293752;0.0534763,0.0614109;0.0614109,-0.181549;0.0587269,-0.393117;0.0458886,-0.536712;0.0251156,-0.587504;6.24064e-17
-0.511596;-3.61724e-17,-0.467366;-0.120138,-0.342325;-0.219503,-0.158092;-0.280914,0.0534763;-0.293752,0.255798;-0.255798,0.41389;-0.173614,0.500416;-0.0614109,0.500416;0.0614109,0.41389;0.173614,0.255798;0.255798,0.0534763;0.293752,-0.158092;0.280914,-0.342325;0.219503,-0.467366;0.120138,-0.511596;2.98514e-16
-0.347228;-5.85282e-17,-0.317209;-0.194387,-0.232341;-0.355163,-0.107299;-0.454528,0.0362953;-0.475301,0.173614;-0.41389,0.280914;-0.280914,0.339641;-0.0993649,0.339641;0.0993649,0.280914;0.280914,0.173614;0.41389,0.0362953;0.475301,-0.107299;0.454528,-0.232341;0.355163,-0.317209;0.194387,-0.347228;4.83005e-16
-0.122822;-7.07639e-17,-0.112203;-0.235025,-0.0821838;-0.429412,-0.037954;-0.54955,0.0128384;-0.574666,0.0614109;-0.500416,0.0993649;-0.339641,0.120138;-0.120138,0.120138;0.120138,0.0993649;0.339641,0.0614109;0.500416,0.0128384;0.574666,-0.037954;0.54955,-0.0821838;0.429412,-0.112203;0.235025,-0.122822;5.83981e-16
0.122822;-7.07639e-17,0.112203;-0.235025,0.0821838;-0.429412,0.037954;-0.54955,-0.0128384;-0.574666,-0.0614109;-0.500416,-0.0993649;-0.339641,-0.120138;-0.120138,-0.120138;0.120138,-0.0993649;0.339641,-0.0614109;0.500416,-0.0128384;0.574666,0.037954;0.54955,0.0821838;0.429412,0.112203;0.235025,0.122822;5.83981e-16
0.347228;-5.85282e-17,0.317209;-0.194387,0.232341;-0.355163,0.107299;-0.454528,-0.0362953;-0.475301,-0.173614;-0.41389,-0.280914;-0.280914,-0.339641;-0.0993649,-0.339641;0.0993649,-0.280914;0.280914,-0.173614;0.41389,-0.0362953;0.475301,0.107299;0.454528,0.232341;0.355163,0.317209;0.194387,0.347228;4.83005e-16
