-4.87478e-17;4.87478e-17,-4.45333e-17;0.161904,-3.26186e-17;0.295813,-1.50639e-17;0.378574,5.09553e-18;0.395875,2.43739e-17;0.344726,3.94378e-17;0.233971,4.76825e-17;0.0827605,4.76825e-17;-0.0827605,3.94378e-17;-0.233971,2.43739e-17;-0.344726,5.09553e-18;-0.395875,-1.50639e-17;-0.378574,-3.26186e-17;-0.295813,-4.45333e-17;-0.161904,-4.87478e-17;-4.02292e-16
-0.161904;4.45333e-17,-0.147907;0.147907,-0.108335;0.270239,-0.0500311;0.345844,0.0169236;0.36165,0.0809519;0.314923,0.130983;0.213743,0.158366;0.0756054,0.158366;-0.0756054,0.130983;-0.213743,0.0809519;-0.314923,0.0169236;-0.36165,-0.0500311;-0.345844,-0.108335;-0.270239,-0.147907;-0.147907,-0.161904;-3.67512e-16
-0.295813;3.26186e-17,-0.270239;0.108335,-0.197938;0.197938,-0.0914113;0.253315,0.0309209;0.264892,0.147907;0.230667,0.239318;0.156557,0.289349;0.0553776,0.289349;-0.0553776,0.239318;-0.156557,0.147907;-0.230667,0.0309209;-0.264892,-0.0914113;-0.253315,-0.197938;-0.197938,-0.270239;-0.108335,-0.295813;-2.69186e-16
-0.378574;1.50639e-17,-0.345844;0.0500311,-0.253315;0.0914113,-0.116986;0.116986,0.0395717;0.122332,0.189287;0.106526,0.306272;0.0723011,0.370301;0.0255744,0.370301;-0.0255744,0.306272;-0.0723011,0.189287;-0.106526,0.0395717;-0.122332,-0.116986;-0.116986,-0.253315;-0.0914113,-0.345844;-0.0500311,-0.378574;-1.24315e-16
-0.395875;-5.09553e-18,-0.36165;-0.0169236,-0.264892;-0.0309209,-0.122332;-0.0395717,0.0413802;-0.0413802,0.197938;-0.0360337,0.32027;-0.0244567,0.387224;-0.00865082,0.387224;0.00865082,0.32027;0.0244567,0.197938;0.0360337,0.0413802;0.0413802,-0.122332;0.0395717,-0.264892;0.0309209,-0.36165;0.0169236,-0.395875;4.2051e-17
-0.344726;-2.43739e-17,-0.314923;-0.0809519,-0.230667;-0.147907,-0.106526;-0.189287,0.0360337;-0.197938,0.172363;-0.172363,0.27889;-0.116986,0.337193;-0.0413802,0.337193;0.0413802,0.27889;0.116986,0.172363;0.172363,0.0360337;0.197938,-0.106526;0.189287,-0.230667;0.147907,-0.314923;0.0809519,-0.344726;2.01146e-16
-0.233971;-3.94378e-17,-0.213743;-0.130983,-0.156557;-0.239318,-0.0723011;-0.306272,0.0244567;-0.32027,0.116986;-0.27889,0.189287;-0.189287,0.228858;-0.0669546,0.228858;0.0669546,0.189287;0.189287,0.116986;0.27889,0.0244567;0.32027,-0.0723011;0.306272,-0.156557;0.239318,-0.213743;0.130983,-0.233971;3.25461e-16
-0.0827605;-4.76825e-17,-0.0756054;-0.158366,-0.0553776;-0.289349,-0.0255744;-0.370301,0.00865082;-0.387224,0.0413802;-0.337193,0.0669546;-0.228858,0.0809519;-0.0809519,0.0809519;0.0809519,0.0669546;0.228858,0.0413802;0.337193,0.00865082;0.387224,-0.0255744;0.370301,-0.0553776;0.289349,-0.0756054;0.158366,-0.0827605;3.93501e-16
0.0827605;-4.76825e-17,0.0756054;-0.158366,0.0553776;-0.289349,0.0255744;-0.370301,-0.00865082;-0.387224,-0.0413802;-0.337193,-0.0669546;-0.228858,-0.0809519;-0.0809519,-0.0809519;0.0809519,-0.0669546;0.228858,-0.0413802;0.337193,-0.00865082;0.387224,0.0255744;0.370301,0.0553776;0.289349,0.0756054;0.158366,0.0827605;3.93501e-16
0.233971;-3.94378e-17,0.213743;-0.130983,0.156557;-0.239318,0.0723011;-0.306272,-0.0244567;-0.32027,-0.116986;-0.27889,-0.189287;-0.189287,-0.228858;-0.0669546,-0.228858;0.0669546,-0.189287;0.189287,-0.116986;0.27889,-0.0244567;0.32027,0.0723011;0.306272,0.156557;0.239318,0.213743;0.130983,0.233971;3.25461e-16
0.344726;-2.43739e-17,0.314923;-0.0809519,0.230667;-0.147907,0.106526;-0.189287,-0.0360337;-0.197938,-0.172363;-0.172363,-0.27889;-0.116986,-0.337193;-0.0413802,-0.337193;0.0413802,-0.27889;0.116986,-0.172363;0.172363,-0.0360337;0.197938,0.106526;0.189287,0.230667;0.147907,0.314923;0.0809519,0.344726;2.01146e-16
0.395875;-5.09553e-18,0.36165;-0.0169236,0.264892;-0.0309209,0.122332;-0.0395717,-0.0413802;-0.0413802,-0.197938;-0.0360337,-0.32027;-0.0244567,-0.387224;-0.00865082,-0.387224;0.00865082,-0.32027;0.0244567,-0.197938;0.0360337,-0.0413802;0.0413802,0.122332;0.0395717,0.264892;0.0309209,0.36165;0.0169236,0.395875;4.2051e-17
0.378574;1.50639e-17,0.345844;0.0500311,0.253315;0.0914113,0.116986;0.116986,-0.0395717;0.122332,-0.189287;0.106526,-0.306272;0.0723011,-0.370301;0.0255744,-0.370301;-0.0255744,-0.306272;-0.0723011,-0.189287;-0.106526,-0.0395717;-0.122332,0.116986;-0.116986,0.253315;-0.0914113,0.345844;-0.0500311,0.378574;-1.24315e-16
0.295813;3.26186e-17,0.270239;0.108335,0.197938;0.197938,0.0914113;0.253315,-0.0309209;0.264892,-0.147907;0.230667,-0.239318;0.156557,-0.289349;0.0553776,-0.289349;-0.0553776,-0.239318;-0.156557,-0.147907;-0.230667,-0.0309209;-0.264892,0.0914113;-0.253315,0.197938;-0.197938,0.270239;-0.108335,0.295813;-2.69186e-16
0.161904;4.45333e-17,0.147907;0.147907,0.108335;0.270239,0.0500311;0.345844,-0.0169236;0.36165,-0.0809519;0.314923,-0.130983;0.213743,-0.158366;0.0756054,-0.158366;-0.0756054,-0.130983;-0.213743,-0.0809519;-0.314923,-0.0169236;-0.36165,0.0500311;-0.345844,0.108335;-0.270239,0.147907;-0.147907,0.161904;-3.67512e-16
