-5.5604e-17;5.5604e-17,-5.07967e-17;0.184675,-3.72063e-17;0.337418,-1.71826e-17;0.431818,5.8122e-18;0.451553,2.7802e-17;0.393211,4.49845e-17;0.266878,5.43889e-17;0.0944004,5.43889e-17;-0.0944004,4.49845e-17;-0.266878,2.7802e-17;-0.393211,5.8122e-18;-0.451553,-1.71826e-17;-0.431818,-3.72063e-17;-0.337418,-5.07967e-17;-0.184675,-5.5604e-17;-4.58873e-16
-0.184675;5.07967e-17,-0.168709;0.168709,-0.123572;0.308247,-0.0570677;0.394486,0.0193038;0.412515,0.0923375;0.359216,0.149405;0.243806,0.180639;0.086239,0.180639;-0.086239,0.149405;-0.243806,0.0923375;-0.359216,0.0193038;-0.412515,-0.0570677;-0.394486,-0.123572;-0.308247,-0.168709;-0.168709,-0.184675;-4.19201e-16
-0.337418;3.72063e-17,-0.308247;0.123572,-0.225777;0.225777,-0.104268;0.288943,0.0352698;0.302148,0.168709;0.263109,0.272977;0.178577,0.330045;0.0631662,0.330045;-0.0631662,0.272977;-0.178577,0.168709;-0.263109,0.0352698;-0.302148,-0.104268;-0.288943,-0.225777;-0.225777,-0.308247;-0.123572,-0.337418;-3.07046e-16
-0.431818;1.71826e-17,-0.394486;0.0570677,-0.288943;0.104268,-0.133439;0.133439,0.0451373;0.139538,0.215909;0.121509,0.349348;0.08247,0.422382;0.0291713,0.422382;-0.0291713,0.349348;-0.08247,0.215909;-0.121509,0.0451373;-0.139538,-0.133439;-0.133439,-0.288943;-0.104268,-0.394486;-0.0570677,-0.431818;-1.418e-16
-0.451553;-5.8122e-18,-0.412515;-0.0193038,-0.302148;-0.0352698,-0.139538;-0.0451373,0.0472002;-0.0472002,0.225777;-0.0411017,0.365314;-0.0278964,0.441686;-0.00986753,0.441686;0.00986753,0.365314;0.0278964,0.225777;0.0411017,0.0472002;0.0472002,-0.139538;0.0451373,-0.302148;0.0352698,-0.412515;0.0193038,-0.451553;4.79653e-17
-0.393211;-2.7802e-17,-0.359216;-0.0923375,-0.263109;-0.168709,-0.121509;-0.215909,0.0411017;-0.225777,0.196605;-0.196605,0.318114;-0.133439,0.384618;-0.0472002,0.384618;0.0472002,0.318114;0.133439,0.196605;0.196605,0.0411017;0.225777,-0.121509;0.215909,-0.263109;0.168709,-0.359216;0.0923375,-0.393211;2.29437e-16
-0.266878;-4.49845e-17,-0.243806;-0.149405,-0.178577;-0.272977,-0.08247;-0.349348,0.0278964;-0.365314,0.133439;-0.318114,0.215909;-0.215909,0.261047;-0.0763715,0.261047;0.0763715,0.215909;0.215909,0.133439;0.318114,0.0278964;0.365314,-0.08247;0.349348,-0.178577;0.272977,-0.243806;0.149405,-0.266878;3.71236e-16
-0.0944004;-5.43889e-17,-0.086239;-0.180639,-0.0631662;-0.330045,-0.0291713;-0.422382,0.00986753;-0.441686,0.0472002;-0.384618,0.0763715;-0.261047,0.0923375;-0.0923375,0.0923375;0.0923375,0.0763715;0.261047,0.0472002;0.384618,0.00986753;0.441686,-0.0291713;0.422382,-0.0631662;0.330045,-0.086239;0.180639,-0.0944004;4.48846e-16
0.0944004;-5.43889e-17,0.086239;-0.180639,0.0631662;-0.330045,0.0291713;-0.422382,-0.00986753;-0.441686,-0.0472002;-0.384618,-0.0763715;-0.261047,-0.0923375;-0.0923375,-0.0923375;0.0923375,-0.0763715;0.261047,-0.0472002;0.384618,-0.00986753;0.441686,0.0291713;0.422382,0.0631662;0.330045,0.086239;0.180639,0.0944004;4.48846e-16
0.266878;-4.49845e-17,0.243806;-0.149405,0.178577;-0.272977,0.08247;-0.349348,-0.0278964;-0.365314,-0.133439;-0.318114,-0.215909;-0.215909,-0.261047;-0.0763715,-0.261047;0.0763715,-0.215909;0.215909,-0.133439;0.318114,-0.0278964;0.365314,0.08247;0.349348,0.178577;0.272977,0.243806;0.149405,0.266878;3.71236e-16
