-0;0,-0;0.866025,0;0.866025,0;1.22465e-16
-0.866025;0,-0.433013;0.433013,0.433013;0.433013,0.866025;6.12323e-17
-0.866025;-0,-0.433013;-0.433013,0.433013;-0.433013,0.866025;-6.12323e-17
-1.22465e-16;-0,-6.12323e-17;-0.866025,6.12323e-17;-0.866025,1.22465e-16;-1.22465e-16
