-0;0,-0;0.448514,0;0.448514,0;6.34244e-17
-0.448514;0,-0.224257;0.224257,0.224257;0.224257,0.448514;3.17122e-17
-0.448514;-0,-0.224257;-0.224257,0.224257;-0.224257,0.448514;-3.17122e-17
-6.34244e-17;-0,-3.17122e-17;-0.448514,3.17122e-17;-0.448514,6.34244e-17;-6.34244e-17
